{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.660858462743734e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.6608584635964093e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.660858460185708e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.6608584618464218e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.9990483520111322), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(2.062207279543133)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.25072010817836893), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(1.266571785778787)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.2729981717376076), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(1.2902558005044054)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.5940830489286993e-05), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(1.0000169280320488)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435116206415e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435116127975e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435115995949e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435116013852e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435116086308e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435115652915e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.938435116516095e-11), 'shap_norm_sq': np.float64(0.0037543035429983447), 'weighted_error': np.float64(0.9999999999610644)}
